Sentences,Positive,Negative
says the austin chapter of the league of women voters has no republicans among elected officers or on its debate committee,1,-1
voting in the wrong precinct led to over registered voters statewide to lose their vote in,1,-2
while ceos of some large charities have big salaries the heads of some veterans groups do the job for free,1,-1
says that according to a report the tech sector now drives more than one quarter of austins economy,1,-1
the form students fill out to get college financial aid is longer than the form to get u s citizenship,1,-1
in harrisburg i passed more bills than all the democrats combined in terms of legislation affecting the city,1,-1
says obama wants to give iran nuclear weapons and michael bennet he was all for it,1,-2
this year newt gingrich has raised as much money as mitt romney tim pawlenty sarah palin and mike huckabee combined,1,-1
over the last years real wage growth has been flatlined because of the policies of the federal reserve it was all driven by the federal reserve,1,-1
seniors will have to find for health care because republicans voted to end medicare,2,-1
says she has bipartisan support including sheriffs throughout the state democrats and republicans,2,-1
says hillary clinton has been given tens of millions of dollars by countries that treat women horribly and countries that kill gays,2,-4
